,gene_id,database,kegg_id
20136,BSU_11710,KEGG_reaction,R03472
20137,BSU_11710,KEGG_reaction,R04509
20138,BSU_11710,KEGG_reaction,R10712
20139,BSU_11720,KEGG_reaction,R01404
20140,BSU_11720,KEGG_reaction,R04429
20141,BSU_11720,KEGG_reaction,R04430
20142,BSU_11720,KEGG_reaction,R04724
20143,BSU_11720,KEGG_reaction,R04725
20144,BSU_11720,KEGG_reaction,R04955
20145,BSU_11720,KEGG_reaction,R04956
20146,BSU_11720,KEGG_reaction,R04958
20147,BSU_11720,KEGG_reaction,R04959
20148,BSU_11720,KEGG_reaction,R04961
20149,BSU_11720,KEGG_reaction,R04962
20150,BSU_11720,KEGG_reaction,R04966
20151,BSU_11720,KEGG_reaction,R04967
20152,BSU_11720,KEGG_reaction,R04969
20153,BSU_11720,KEGG_reaction,R04970
20154,BSU_11720,KEGG_reaction,R07765
20155,BSU_11720,KEGG_reaction,R10118
20156,BSU_11720,KEGG_reaction,R10122
20157,BSU_11720,KEGG_reaction,R11671
20158,BSU_11730,KEGG_reaction,-
20159,BSU_11740,KEGG_reaction,-
20160,BSU_11750,KEGG_reaction,-
20161,BSU_11760,KEGG_reaction,-
20162,BSU_11770,KEGG_reaction,-
20163,BSU_11780,KEGG_reaction,-
20164,BSU_11790,KEGG_reaction,-
20165,BSU_11810,KEGG_reaction,-
20166,BSU_11820,KEGG_reaction,-
20167,BSU_11839,KEGG_reaction,-
20168,BSU_11840,KEGG_reaction,-
20169,BSU_11850,KEGG_reaction,-
20170,BSU_11860,KEGG_reaction,-
20171,BSU_11870,KEGG_reaction,R00782
20172,BSU_11870,KEGG_reaction,R00999
20173,BSU_11870,KEGG_reaction,R01001
20174,BSU_11870,KEGG_reaction,R01283
20175,BSU_11870,KEGG_reaction,R01286
20176,BSU_11870,KEGG_reaction,R01288
20177,BSU_11870,KEGG_reaction,R02408
20178,BSU_11870,KEGG_reaction,R02508
20179,BSU_11870,KEGG_reaction,R03217
20180,BSU_11870,KEGG_reaction,R03260
20181,BSU_11870,KEGG_reaction,R04941
20182,BSU_11870,KEGG_reaction,R04944
20183,BSU_11870,KEGG_reaction,R04945
20184,BSU_11870,KEGG_reaction,R04946
20185,BSU_11880,KEGG_reaction,R00782
20186,BSU_11880,KEGG_reaction,R00999
20187,BSU_11880,KEGG_reaction,R01001
20188,BSU_11880,KEGG_reaction,R01283
20189,BSU_11880,KEGG_reaction,R01286
20190,BSU_11880,KEGG_reaction,R01288
20191,BSU_11880,KEGG_reaction,R02408
20192,BSU_11880,KEGG_reaction,R02508
20193,BSU_11880,KEGG_reaction,R03217
20194,BSU_11880,KEGG_reaction,R03260
20195,BSU_11880,KEGG_reaction,R04941
20196,BSU_11880,KEGG_reaction,R04944
20197,BSU_11880,KEGG_reaction,R04945
20198,BSU_11880,KEGG_reaction,R04946
20199,BSU_11890,KEGG_reaction,-
20200,BSU_11900,KEGG_reaction,-
20201,BSU_11910,KEGG_reaction,-
20202,BSU_11920,KEGG_reaction,-
20203,BSU_11930,KEGG_reaction,-
20204,BSU_11940,KEGG_reaction,-
20205,BSU_11950,KEGG_reaction,-
20206,BSU_11960,KEGG_reaction,-
20207,BSU_11970,KEGG_reaction,-
20208,BSU_11980,KEGG_reaction,R04533
20209,BSU_11980,KEGG_reaction,R04534
20210,BSU_11980,KEGG_reaction,R04536
20211,BSU_11980,KEGG_reaction,R04543
20212,BSU_11980,KEGG_reaction,R04566
20213,BSU_11980,KEGG_reaction,R04953
20214,BSU_11980,KEGG_reaction,R04964
20215,BSU_11980,KEGG_reaction,R07759
20216,BSU_11980,KEGG_reaction,R07763
20217,BSU_11980,KEGG_reaction,R10116
20218,BSU_11980,KEGG_reaction,R10120
20219,BSU_11980,KEGG_reaction,R11671
20220,BSU_12000,KEGG_reaction,R03232
20221,BSU_12000,KEGG_reaction,R05570
20222,BSU_12010,KEGG_reaction,R02630
20223,BSU_12010,KEGG_reaction,R03232
20224,BSU_12020,KEGG_reaction,R01819
20225,BSU_12030,KEGG_reaction,-
20226,BSU_12040,KEGG_reaction,-
20227,BSU_12060,KEGG_reaction,-
20228,BSU_12069,KEGG_reaction,-
20229,BSU_12070,KEGG_reaction,-
20230,BSU_12080,KEGG_reaction,R07411
20231,BSU_12100,KEGG_reaction,-
20232,BSU_12110,KEGG_reaction,-
20233,BSU_12120,KEGG_reaction,-
20234,BSU_12130,KEGG_reaction,-
20235,BSU_12140,KEGG_reaction,-
20236,BSU_12150,KEGG_reaction,-
20237,BSU_12160,KEGG_reaction,R00134
20238,BSU_12160,KEGG_reaction,R00519
20239,BSU_12170,KEGG_reaction,-
20240,BSU_12190,KEGG_reaction,R01054
20241,BSU_12210,KEGG_reaction,R05521
20242,BSU_12210,KEGG_reaction,R05522
20243,BSU_12210,KEGG_reaction,R10123
20244,BSU_12220,KEGG_reaction,R06484
20245,BSU_12220,KEGG_reaction,R06485
20246,BSU_12220,KEGG_reaction,R06486
20247,BSU_12220,KEGG_reaction,R06487
20248,BSU_12220,KEGG_reaction,R06488
20249,BSU_12220,KEGG_reaction,R06489
20250,BSU_12220,KEGG_reaction,R06490
20251,BSU_12220,KEGG_reaction,R06491
20252,BSU_12220,KEGG_reaction,R06492
20253,BSU_12220,KEGG_reaction,R06493
20254,BSU_12220,KEGG_reaction,R06494
20255,BSU_12220,KEGG_reaction,R06495
20256,BSU_12220,KEGG_reaction,R06496
20257,BSU_12220,KEGG_reaction,R06497
20258,BSU_12220,KEGG_reaction,R06498
20259,BSU_12220,KEGG_reaction,R06499
20260,BSU_12220,KEGG_reaction,R11418
20261,BSU_12220,KEGG_reaction,R11420
20262,BSU_12220,KEGG_reaction,R11421
20263,BSU_12229,KEGG_reaction,-
20264,BSU_12230,KEGG_reaction,R03165
20265,BSU_12230,KEGG_reaction,R03194
20266,BSU_12240,KEGG_reaction,-
20267,BSU_12250,KEGG_reaction,-
20268,BSU_12260,KEGG_reaction,-
20269,BSU_12270,KEGG_reaction,-
20270,BSU_12280,KEGG_reaction,-
20271,BSU_12290,KEGG_reaction,-
20272,BSU_12300,KEGG_reaction,R01482
20273,BSU_12300,KEGG_reaction,R01983
20274,BSU_12310,KEGG_reaction,-
20275,BSU_12320,KEGG_reaction,R02935
20276,BSU_12320,KEGG_reaction,R02936
20277,BSU_12330,KEGG_reaction,R10848
20278,BSU_12340,KEGG_reaction,R05606
20279,BSU_12350,KEGG_reaction,-
20280,BSU_12360,KEGG_reaction,-
20281,BSU_12370,KEGG_reaction,-
20282,BSU_12380,KEGG_reaction,R02555
20283,BSU_12380,KEGG_reaction,R02703
20284,BSU_12390,KEGG_reaction,R01540
20285,BSU_12390,KEGG_reaction,R05608
20286,BSU_12390,KEGG_reaction,R07633
20287,BSU_12400,KEGG_reaction,-
20288,BSU_12410,KEGG_reaction,-
20289,BSU_12420,KEGG_reaction,-
20290,BSU_12430,KEGG_reaction,-
20291,BSU_12450,KEGG_reaction,-
20292,BSU_12460,KEGG_reaction,R04112
20293,BSU_12470,KEGG_reaction,-
20294,BSU_12480,KEGG_reaction,-
20295,BSU_12490,KEGG_reaction,-
20296,BSU_12500,KEGG_reaction,-
20297,BSU_12510,KEGG_reaction,-
20298,BSU_12520,KEGG_reaction,-
20299,BSU_12530,KEGG_reaction,-
20300,BSU_12550,KEGG_reaction,-
20301,BSU_12560,KEGG_reaction,-
20302,BSU_12570,KEGG_reaction,-
20303,BSU_12580,KEGG_reaction,-
20304,BSU_12590,KEGG_reaction,-
20305,BSU_12600,KEGG_reaction,-
20306,BSU_12610,KEGG_reaction,-
20307,BSU_12619,KEGG_reaction,-
20308,BSU_12620,KEGG_reaction,-
20309,BSU_12630,KEGG_reaction,-
20310,BSU_12640,KEGG_reaction,-
20311,BSU_12649,KEGG_reaction,-
20312,BSU_12650,KEGG_reaction,-
20313,BSU_12660,KEGG_reaction,-
20314,BSU_12671,KEGG_reaction,-
20315,BSU_12672,KEGG_reaction,-
20316,BSU_12680,KEGG_reaction,-
20317,BSU_12690,KEGG_reaction,-
20318,BSU_12700,KEGG_reaction,-
20319,BSU_12710,KEGG_reaction,-
20320,BSU_12720,KEGG_reaction,-
20321,BSU_12730,KEGG_reaction,-
20322,BSU_12740,KEGG_reaction,-
20323,BSU_12749,KEGG_reaction,-
20324,BSU_12750,KEGG_reaction,-
20325,BSU_12760,KEGG_reaction,-
20326,BSU_12770,KEGG_reaction,-
20327,BSU_12780,KEGG_reaction,-
20328,BSU_12790,KEGG_reaction,-
20329,BSU_12800,KEGG_reaction,-
20330,BSU_12810,KEGG_reaction,R04112
20331,BSU_12820,KEGG_reaction,-
20332,BSU_12830,KEGG_reaction,-
20333,BSU_12840,KEGG_reaction,-
20334,BSU_12850,KEGG_reaction,-
20335,BSU_12860,KEGG_reaction,-
20336,BSU_12870,KEGG_reaction,-
20337,BSU_12880,KEGG_reaction,-
20338,BSU_12890,KEGG_reaction,-
20339,BSU_12900,KEGG_reaction,-
20340,BSU_12910,KEGG_reaction,R01248
20341,BSU_12910,KEGG_reaction,R01251
20342,BSU_12910,KEGG_reaction,R03291
20343,BSU_12910,KEGG_reaction,R03293
20344,BSU_12920,KEGG_reaction,-
20345,BSU_12930,KEGG_reaction,-
20346,BSU_12940,KEGG_reaction,-
20347,BSU_12950,KEGG_reaction,-
20348,BSU_12960,KEGG_reaction,-
20349,BSU_12970,KEGG_reaction,-
20350,BSU_12980,KEGG_reaction,R10938
20351,BSU_12990,KEGG_reaction,-
20352,BSU_13000,KEGG_reaction,-
20353,BSU_13010,KEGG_reaction,R02035
20354,BSU_13020,KEGG_reaction,-
20355,BSU_13030,KEGG_reaction,-
20356,BSU_13040,KEGG_reaction,R02550
20357,BSU_13040,KEGG_reaction,R03562
20358,BSU_13040,KEGG_reaction,R05666
20359,BSU_13040,KEGG_reaction,R09513
20360,BSU_13050,KEGG_reaction,-
20361,BSU_13060,KEGG_reaction,-
20362,BSU_13070,KEGG_reaction,-
20363,BSU_13080,KEGG_reaction,-
20364,BSU_13090,KEGG_reaction,-
20365,BSU_13100,KEGG_reaction,-
20366,BSU_13110,KEGG_reaction,R00944
20367,BSU_13110,KEGG_reaction,R09382
20368,BSU_13110,KEGG_reaction,R09383
20369,BSU_13110,KEGG_reaction,R09384
20370,BSU_13110,KEGG_reaction,R09386
20371,BSU_13120,KEGG_reaction,R00239
20372,BSU_13130,KEGG_reaction,R03313
20373,BSU_13140,KEGG_reaction,-
20374,BSU_13150,KEGG_reaction,-
20375,BSU_13160,KEGG_reaction,-
20376,BSU_13170,KEGG_reaction,R01663
20377,BSU_13170,KEGG_reaction,R01676
20378,BSU_13170,KEGG_reaction,R10223
20379,BSU_13180,KEGG_reaction,R04405
20380,BSU_13180,KEGG_reaction,R09365
20381,BSU_13190,KEGG_reaction,-
20382,BSU_13200,KEGG_reaction,-
20383,BSU_13210,KEGG_reaction,-
20384,BSU_13220,KEGG_reaction,-
20385,BSU_13230,KEGG_reaction,-
20386,BSU_13240,KEGG_reaction,-
20387,BSU_13250,KEGG_reaction,-
20388,BSU_13260,KEGG_reaction,-
20389,BSU_13270,KEGG_reaction,-
20390,BSU_13280,KEGG_reaction,-
20391,BSU_13300,KEGG_reaction,-
20392,BSU_13310,KEGG_reaction,-
20393,BSU_13320,KEGG_reaction,-
20394,BSU_13330,KEGG_reaction,-
20395,BSU_13340,KEGG_reaction,-
20396,BSU_13350,KEGG_reaction,R02689
20397,BSU_13350,KEGG_reaction,R04377
20398,BSU_13360,KEGG_reaction,-
20399,BSU_13370,KEGG_reaction,-
20400,BSU_13380,KEGG_reaction,-
20401,BSU_13390,KEGG_reaction,-
20402,BSU_13400,KEGG_reaction,R00381
20403,BSU_13410,KEGG_reaction,-
20404,BSU_13420,KEGG_reaction,-
20405,BSU_13430,KEGG_reaction,-
20406,BSU_13440,KEGG_reaction,-
20407,BSU_13450,KEGG_reaction,-
20408,BSU_13460,KEGG_reaction,-
20409,BSU_13470,KEGG_reaction,-
20410,BSU_13480,KEGG_reaction,-
20411,BSU_13490,KEGG_reaction,-
20412,BSU_13500,KEGG_reaction,-
20413,BSU_13509,KEGG_reaction,-
20414,BSU_13510,KEGG_reaction,-
20415,BSU_13520,KEGG_reaction,-
20416,BSU_13530,KEGG_reaction,-
20417,BSU_13540,KEGG_reaction,-
20418,BSU_13550,KEGG_reaction,R04420
20419,BSU_13560,KEGG_reaction,R04143
20420,BSU_13570,KEGG_reaction,R00269
20421,BSU_13570,KEGG_reaction,R00348
20422,BSU_13580,KEGG_reaction,R07396
20423,BSU_13580,KEGG_reaction,R07613
20424,BSU_13580,KEGG_reaction,R11068
20425,BSU_13590,KEGG_reaction,R07393
20426,BSU_13600,KEGG_reaction,R07392
20427,BSU_13600,KEGG_reaction,R07394
20428,BSU_13610,KEGG_reaction,R02262
20429,BSU_13610,KEGG_reaction,R05850
20430,BSU_13610,KEGG_reaction,R07392
20431,BSU_13610,KEGG_reaction,R07394
20432,BSU_13620,KEGG_reaction,R07363
20433,BSU_13620,KEGG_reaction,R07364
20434,BSU_13630,KEGG_reaction,-
20435,BSU_13640,KEGG_reaction,-
20436,BSU_13650,KEGG_reaction,-
20437,BSU_13660,KEGG_reaction,-
20438,BSU_13670,KEGG_reaction,-
20439,BSU_13680,KEGG_reaction,-
20440,BSU_13690,KEGG_reaction,-
20441,BSU_13700,KEGG_reaction,-
20442,BSU_13710,KEGG_reaction,-
20443,BSU_13720,KEGG_reaction,R09978
20444,BSU_13730,KEGG_reaction,R04286
20445,BSU_13730,KEGG_reaction,R09959
20446,BSU_13740,KEGG_reaction,R04710
20447,BSU_13740,KEGG_reaction,R10002
20448,BSU_13750,KEGG_reaction,R07605
20449,BSU_13760,KEGG_reaction,-
20450,BSU_13770,KEGG_reaction,-
20451,BSU_13780,KEGG_reaction,R04112
20452,BSU_13789,KEGG_reaction,-
20453,BSU_13790,KEGG_reaction,-
20454,BSU_13799,KEGG_reaction,-
20455,BSU_13800,KEGG_reaction,-
20456,BSU_13810,KEGG_reaction,-
20457,BSU_13819,KEGG_reaction,-
20458,BSU_13820,KEGG_reaction,R04112
20459,BSU_13830,KEGG_reaction,-
20460,BSU_13840,KEGG_reaction,-
20461,BSU_13850,KEGG_reaction,-
20462,BSU_13860,KEGG_reaction,-
20463,BSU_13870,KEGG_reaction,R00401
20464,BSU_13880,KEGG_reaction,-
20465,BSU_13890,KEGG_reaction,R00811
20466,BSU_13890,KEGG_reaction,R02631
20467,BSU_13890,KEGG_reaction,R02738
20468,BSU_13890,KEGG_reaction,R02780
20469,BSU_13890,KEGG_reaction,R04111
20470,BSU_13890,KEGG_reaction,R05199
20471,BSU_13900,KEGG_reaction,-
20472,BSU_13910,KEGG_reaction,-
20473,BSU_13920,KEGG_reaction,-
20474,BSU_13930,KEGG_reaction,-
20475,BSU_13940,KEGG_reaction,R00259
20476,BSU_13950,KEGG_reaction,-
20477,BSU_13960,KEGG_reaction,R01745
20478,BSU_13960,KEGG_reaction,R01747
20479,BSU_13960,KEGG_reaction,R05066
20480,BSU_13970,KEGG_reaction,-
20481,BSU_13980,KEGG_reaction,-
20482,BSU_13990,KEGG_reaction,-
20483,BSU_14000,KEGG_reaction,R00355
20484,BSU_14000,KEGG_reaction,R00694
20485,BSU_14000,KEGG_reaction,R00734
20486,BSU_14000,KEGG_reaction,R00896
20487,BSU_14000,KEGG_reaction,R02433
20488,BSU_14000,KEGG_reaction,R02619
20489,BSU_14000,KEGG_reaction,R04467
20490,BSU_14000,KEGG_reaction,R05052
20491,BSU_14009,KEGG_reaction,-
20492,BSU_14010,KEGG_reaction,-
20493,BSU_14020,KEGG_reaction,-
20494,BSU_14030,KEGG_reaction,-
20495,BSU_14040,KEGG_reaction,-
20496,BSU_14050,KEGG_reaction,-
20497,BSU_14060,KEGG_reaction,R03707
20498,BSU_14060,KEGG_reaction,R09078
20499,BSU_14060,KEGG_reaction,R10505
20500,BSU_14071,KEGG_reaction,R02833
20501,BSU_14072,KEGG_reaction,-
20502,BSU_14090,KEGG_reaction,-
20503,BSU_14100,KEGG_reaction,-
20504,BSU_14110,KEGG_reaction,-
20505,BSU_14120,KEGG_reaction,-
20506,BSU_14130,KEGG_reaction,-
20507,BSU_14140,KEGG_reaction,-
20508,BSU_14150,KEGG_reaction,-
20509,BSU_14160,KEGG_reaction,-
20510,BSU_14170,KEGG_reaction,-
20511,BSU_14180,KEGG_reaction,R04364
20512,BSU_14180,KEGG_reaction,R04365
20513,BSU_14190,KEGG_reaction,R02733
20514,BSU_14200,KEGG_reaction,-
20515,BSU_14210,KEGG_reaction,-
20516,BSU_14220,KEGG_reaction,-
20517,BSU_14230,KEGG_reaction,-
20518,BSU_14240,KEGG_reaction,-
20519,BSU_14250,KEGG_reaction,-
20520,BSU_14260,KEGG_reaction,R11581
20521,BSU_14270,KEGG_reaction,R07459
20522,BSU_14280,KEGG_reaction,R09735
20523,BSU_14290,KEGG_reaction,R09735
20524,BSU_14290,KEGG_reaction,R11581
20525,BSU_14300,KEGG_reaction,R09395
20526,BSU_14310,KEGG_reaction,R09395
20527,BSU_14320,KEGG_reaction,-
20528,BSU_14330,KEGG_reaction,-
20529,BSU_14340,KEGG_reaction,-
20530,BSU_14350,KEGG_reaction,-
20531,BSU_14360,KEGG_reaction,-
20532,BSU_14370,KEGG_reaction,-
20533,BSU_14380,KEGG_reaction,-
20534,BSU_14390,KEGG_reaction,R00756
20535,BSU_14390,KEGG_reaction,R02071
20536,BSU_14390,KEGG_reaction,R03236
20537,BSU_14390,KEGG_reaction,R03237
20538,BSU_14390,KEGG_reaction,R03238
20539,BSU_14390,KEGG_reaction,R03239
20540,BSU_14390,KEGG_reaction,R04779
20541,BSU_14400,KEGG_reaction,R03232
20542,BSU_14410,KEGG_reaction,-
20543,BSU_14420,KEGG_reaction,-
20544,BSU_14430,KEGG_reaction,-
20545,BSU_14440,KEGG_reaction,R02472
20546,BSU_14450,KEGG_reaction,-
20547,BSU_14460,KEGG_reaction,-
20548,BSU_14470,KEGG_reaction,-
20549,BSU_14480,KEGG_reaction,-
20550,BSU_14490,KEGG_reaction,-
20551,BSU_14500,KEGG_reaction,-
20552,BSU_14510,KEGG_reaction,-
20553,BSU_14520,KEGG_reaction,R01244
20554,BSU_14530,KEGG_reaction,-
20555,BSU_14540,KEGG_reaction,-
20556,BSU_14550,KEGG_reaction,-
20557,BSU_14560,KEGG_reaction,R00653
20558,BSU_14569,KEGG_reaction,-
20559,BSU_14570,KEGG_reaction,-
20560,BSU_14580,KEGG_reaction,R00014
20561,BSU_14580,KEGG_reaction,R00209
20562,BSU_14580,KEGG_reaction,R01699
20563,BSU_14580,KEGG_reaction,R03270
20564,BSU_14580,KEGG_reaction,R07599
20565,BSU_14580,KEGG_reaction,R07600
20566,BSU_14580,KEGG_reaction,R07601
20567,BSU_14580,KEGG_reaction,R07602
20568,BSU_14580,KEGG_reaction,R07603
20569,BSU_14580,KEGG_reaction,R07604
20570,BSU_14580,KEGG_reaction,R10996
20571,BSU_14580,KEGG_reaction,R10997
20572,BSU_14590,KEGG_reaction,R00014
20573,BSU_14590,KEGG_reaction,R00209
20574,BSU_14590,KEGG_reaction,R01699
20575,BSU_14590,KEGG_reaction,R03270
20576,BSU_14590,KEGG_reaction,R07599
20577,BSU_14590,KEGG_reaction,R07600
20578,BSU_14590,KEGG_reaction,R07601
20579,BSU_14590,KEGG_reaction,R07602
20580,BSU_14590,KEGG_reaction,R07603
20581,BSU_14590,KEGG_reaction,R07604
20582,BSU_14590,KEGG_reaction,R10996
20583,BSU_14590,KEGG_reaction,R10997
20584,BSU_14600,KEGG_reaction,R00209
20585,BSU_14600,KEGG_reaction,R02569
20586,BSU_14610,KEGG_reaction,R00209
20587,BSU_14610,KEGG_reaction,R01221
20588,BSU_14610,KEGG_reaction,R01698
20589,BSU_14610,KEGG_reaction,R03815
20590,BSU_14610,KEGG_reaction,R07618
20591,BSU_14610,KEGG_reaction,R08549
20592,BSU_14620,KEGG_reaction,-
20593,BSU_14629,KEGG_reaction,-
20594,BSU_14630,KEGG_reaction,R00566
20595,BSU_14630,KEGG_reaction,R00670
20596,BSU_14640,KEGG_reaction,-
20597,BSU_14650,KEGG_reaction,-
20598,BSU_14660,KEGG_reaction,-
20599,BSU_14670,KEGG_reaction,R01185
20600,BSU_14670,KEGG_reaction,R01186
20601,BSU_14670,KEGG_reaction,R01187
20602,BSU_14680,KEGG_reaction,-
20603,BSU_14690,KEGG_reaction,-
20604,BSU_14700,KEGG_reaction,-
20605,BSU_14710,KEGG_reaction,-
20606,BSU_14720,KEGG_reaction,-
20607,BSU_14730,KEGG_reaction,-
20608,BSU_14740,KEGG_reaction,-
20609,BSU_14750,KEGG_reaction,-
20610,BSU_14760,KEGG_reaction,-
20611,BSU_14770,KEGG_reaction,-
20612,BSU_14780,KEGG_reaction,-
20613,BSU_14790,KEGG_reaction,-
20614,BSU_14800,KEGG_reaction,-
20615,BSU_14810,KEGG_reaction,-
20616,BSU_14820,KEGG_reaction,-
20617,BSU_14830,KEGG_reaction,R00256
20618,BSU_14830,KEGG_reaction,R01579
20619,BSU_14840,KEGG_reaction,-
20620,BSU_14850,KEGG_reaction,-
20621,BSU_14860,KEGG_reaction,R00344
20622,BSU_14870,KEGG_reaction,R07411
20623,BSU_14870,KEGG_reaction,R07412
20624,BSU_14880,KEGG_reaction,R07411
20625,BSU_14890,KEGG_reaction,R00081
20626,BSU_14890,KEGG_reaction,R09492
20627,BSU_14890,KEGG_reaction,R10151
20628,BSU_14900,KEGG_reaction,R00081
20629,BSU_14900,KEGG_reaction,R09492
20630,BSU_14910,KEGG_reaction,R00081
20631,BSU_14910,KEGG_reaction,R09492
20632,BSU_14920,KEGG_reaction,R09492
20633,BSU_14930,KEGG_reaction,-
20634,BSU_14940,KEGG_reaction,-
20635,BSU_14950,KEGG_reaction,-
20636,BSU_14960,KEGG_reaction,-
20637,BSU_14970,KEGG_reaction,-
20638,BSU_14980,KEGG_reaction,-
20639,BSU_14990,KEGG_reaction,-
20640,BSU_15000,KEGG_reaction,-
20641,BSU_15010,KEGG_reaction,R07234
20642,BSU_15020,KEGG_reaction,R03035
20643,BSU_15030,KEGG_reaction,-
20644,BSU_15040,KEGG_reaction,-
20645,BSU_15050,KEGG_reaction,-
20646,BSU_15060,KEGG_reaction,-
20647,BSU_15070,KEGG_reaction,-
20648,BSU_15080,KEGG_reaction,-
20649,BSU_15090,KEGG_reaction,-
20650,BSU_15100,KEGG_reaction,-
20651,BSU_15110,KEGG_reaction,R02472
20652,BSU_15120,KEGG_reaction,-
20653,BSU_15130,KEGG_reaction,-
20654,BSU_15140,KEGG_reaction,-
20655,BSU_15150,KEGG_reaction,-
20656,BSU_15160,KEGG_reaction,-
20657,BSU_15170,KEGG_reaction,-
20658,BSU_15180,KEGG_reaction,R02788
20659,BSU_15180,KEGG_reaction,R04617
20660,BSU_15190,KEGG_reaction,R05629
20661,BSU_15190,KEGG_reaction,R05630
20662,BSU_15200,KEGG_reaction,R02783
20663,BSU_15210,KEGG_reaction,-
20664,BSU_15220,KEGG_reaction,R03193
20665,BSU_15220,KEGG_reaction,R05032
20666,BSU_15220,KEGG_reaction,R05662
20667,BSU_15230,KEGG_reaction,R03191
20668,BSU_15230,KEGG_reaction,R03192
20669,BSU_15240,KEGG_reaction,-
20670,BSU_15250,KEGG_reaction,-
20671,BSU_15260,KEGG_reaction,-
20672,BSU_15270,KEGG_reaction,-
20673,BSU_15280,KEGG_reaction,-
20674,BSU_15290,KEGG_reaction,-
20675,BSU_15300,KEGG_reaction,-
20676,BSU_15310,KEGG_reaction,-
20677,BSU_15320,KEGG_reaction,-
20678,BSU_15330,KEGG_reaction,-
20679,BSU_15340,KEGG_reaction,-
20680,BSU_15350,KEGG_reaction,R00669
20681,BSU_15350,KEGG_reaction,R09107
20682,BSU_15350,KEGG_reaction,R11313
20683,BSU_15360,KEGG_reaction,-
20684,BSU_15370,KEGG_reaction,-
20685,BSU_15380,KEGG_reaction,-
20686,BSU_15390,KEGG_reaction,-
20687,BSU_15400,KEGG_reaction,-
20688,BSU_15410,KEGG_reaction,-
20689,BSU_15420,KEGG_reaction,-
20690,BSU_15430,KEGG_reaction,R03656
20691,BSU_15440,KEGG_reaction,-
20692,BSU_15450,KEGG_reaction,-
20693,BSU_15460,KEGG_reaction,-
20694,BSU_15470,KEGG_reaction,R00966
20695,BSU_15480,KEGG_reaction,-
20696,BSU_15490,KEGG_reaction,R01397
20697,BSU_15500,KEGG_reaction,R01993
20698,BSU_15510,KEGG_reaction,R00256
20699,BSU_15510,KEGG_reaction,R00575
20700,BSU_15510,KEGG_reaction,R01395
20701,BSU_15510,KEGG_reaction,R10948
20702,BSU_15510,KEGG_reaction,R10949
20703,BSU_15520,KEGG_reaction,R00256
20704,BSU_15520,KEGG_reaction,R00575
20705,BSU_15520,KEGG_reaction,R01395
20706,BSU_15520,KEGG_reaction,R10948
20707,BSU_15520,KEGG_reaction,R10949
20708,BSU_15530,KEGG_reaction,-
20709,BSU_15540,KEGG_reaction,R01867
20710,BSU_15540,KEGG_reaction,R01869
20711,BSU_15550,KEGG_reaction,R00965
20712,BSU_15560,KEGG_reaction,R00965
20713,BSU_15560,KEGG_reaction,R01870
20714,BSU_15560,KEGG_reaction,R08231
20715,BSU_15570,KEGG_reaction,R00509
20716,BSU_15570,KEGG_reaction,R02021
20717,BSU_15570,KEGG_reaction,R04928
20718,BSU_15580,KEGG_reaction,-
20719,BSU_15590,KEGG_reaction,R00529
20720,BSU_15590,KEGG_reaction,R04929
20721,BSU_15600,KEGG_reaction,R00509
20722,BSU_15600,KEGG_reaction,R04928
20723,BSU_15610,KEGG_reaction,R03165
20724,BSU_15610,KEGG_reaction,R03194
20725,BSU_15620,KEGG_reaction,R02864
20726,BSU_15620,KEGG_reaction,R05177
20727,BSU_15620,KEGG_reaction,R05807
20728,BSU_15620,KEGG_reaction,R05814
20729,BSU_15630,KEGG_reaction,R02864
20730,BSU_15630,KEGG_reaction,R03947
20731,BSU_15640,KEGG_reaction,-
20732,BSU_15650,KEGG_reaction,-
20733,BSU_15660,KEGG_reaction,-
20734,BSU_15670,KEGG_reaction,-
20735,BSU_15680,KEGG_reaction,R00332
20736,BSU_15680,KEGG_reaction,R02090
20737,BSU_15690,KEGG_reaction,R00435
20738,BSU_15690,KEGG_reaction,R00441
20739,BSU_15690,KEGG_reaction,R00442
20740,BSU_15690,KEGG_reaction,R00443
20741,BSU_15700,KEGG_reaction,R03269
20742,BSU_15700,KEGG_reaction,R04231
20743,BSU_15710,KEGG_reaction,-
20744,BSU_15720,KEGG_reaction,R03940
20745,BSU_15730,KEGG_reaction,R03940
20746,BSU_15740,KEGG_reaction,-
20747,BSU_15750,KEGG_reaction,-
20748,BSU_15760,KEGG_reaction,-
20749,BSU_15770,KEGG_reaction,-
20750,BSU_15780,KEGG_reaction,R00615
20751,BSU_15780,KEGG_reaction,R02135
20752,BSU_15790,KEGG_reaction,R01529
20753,BSU_15800,KEGG_reaction,R00619
20754,BSU_15820,KEGG_reaction,-
20755,BSU_15830,KEGG_reaction,-
20756,BSU_15840,KEGG_reaction,-
20757,BSU_15850,KEGG_reaction,R00220
20758,BSU_15850,KEGG_reaction,R00590
20759,BSU_15860,KEGG_reaction,R00220
20760,BSU_15860,KEGG_reaction,R00590
20761,BSU_15870,KEGG_reaction,-
20762,BSU_15880,KEGG_reaction,R04420
20763,BSU_15880,KEGG_reaction,R09840
20764,BSU_15890,KEGG_reaction,R00851
20765,BSU_15890,KEGG_reaction,R09380
20766,BSU_15900,KEGG_reaction,R01626
20767,BSU_15900,KEGG_reaction,R11671
20768,BSU_15910,KEGG_reaction,R04533
20769,BSU_15910,KEGG_reaction,R04534
